Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),Continent,Automatic / Manual,A / M digital
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,11.9,9.0,10.6,27.0,249.0,America,A,1
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,10.6,27.0,249.0,Europe,A,1
PORSCHE,BOXSTER GTS,TWO-SEATER,2.5,4.0,AM7,Z,11.8,9.2,10.6,27.0,249.0,Europe,A,1
PORSCHE,CAYMAN GTS,TWO-SEATER,2.5,4.0,AM7,Z,11.8,9.2,10.6,27.0,249.0,Europe,A,1
PORSCHE,PANAMERA 4S ST,FULL-SIZE,2.9,6.0,AM8,Z,12.1,9.0,10.7,26.0,249.0,Europe,A,1
BUICK,ENVISION AWD,SUV - SMALL,2.0,4.0,A9,Z,11.7,9.4,10.7,26.0,249.0,America,A,1
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,12.0,9.0,10.6,27.0,249.0,America,A,1
JEEP,CHEROKEE 4X4 ACTIVE DRIVE I,SUV - SMALL,3.2,6.0,A9,X,12.2,8.6,10.6,27.0,249.0,America,A,1
JEEP,CHEROKEE 4X4 ACTIVE DRIVE LOCK,SUV - SMALL,2.0,4.0,A9,X,11.8,9.2,10.6,27.0,249.0,America,A,1
PORSCHE,911 CARRERA GTS CABRIOLET,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,10.7,26.0,249.0,Europe,A,1
BMW,440I XDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,12.4,8.5,10.7,26.0,249.0,Europe,A,1
CHRYSLER,VOYAGER (STOP-START),MINIVAN,3.6,6.0,A9,X,12.4,8.4,10.6,27.0,249.0,America,A,1
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS10,X,12.0,8.9,10.6,27.0,249.0,America,A,1
CADILLAC,CTS SEDAN,MID-SIZE,3.6,6.0,AS8,X,12.9,8.2,10.8,26.0,248.0,America,A,1
CADILLAC,CTS SEDAN AWD,MID-SIZE,2.0,4.0,AS6,Z,12.6,8.5,10.8,26.0,248.0,America,A,1
FORD,EDGE,SUV - SMALL,3.5,6.0,AS6,X,12.6,8.7,10.8,26.0,248.0,America,A,1
INFINITI,Q50 AWD,MID-SIZE,3.7,6.0,AS7,Z,12.6,8.7,10.8,26.0,248.0,America,A,1
JEEP,CHEROKEE 4X4,SUV - SMALL,3.2,6.0,A9,X,12.5,8.8,10.8,26.0,248.0,America,A,1
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6.0,AM7,Z,12.3,8.9,10.8,26.0,248.0,Europe,A,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6.0,M7,Z,12.6,8.6,10.8,26.0,248.0,Europe,M,0
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,A6,Z,12.4,8.8,10.8,26.0,248.0,Europe,A,1
BMW,M235I CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,12.3,9.0,10.8,26.0,248.0,Europe,M,0
CADILLAC,ATS,COMPACT,3.6,6.0,AS6,X,12.8,8.4,10.8,26.0,248.0,America,A,1
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,12.2,9.1,10.8,26.0,248.0,America,M,0
FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,12.2,9.2,10.8,26.0,248.0,America,A,1
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,M6,X,12.2,9.1,10.8,26.0,248.0,America,M,0
INFINITI,Q50 AWD,MID-SIZE,3.7,6.0,AS7,Z,12.5,8.7,10.8,26.0,248.0,America,A,1
JEEP,CHEROKEE TRAILHAWK 4X4,SUV - SMALL,3.2,6.0,A9,X,12.2,9.0,10.8,26.0,248.0,America,A,1
MERCEDES-BENZ,E 400 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6.0,AS7,Z,12.4,8.8,10.8,26.0,248.0,Europe,A,1
MERCEDES-BENZ,S 400 4MATIC,MID-SIZE,4.7,6.0,AS7,Z,12.6,8.6,10.8,26.0,248.0,Europe,A,1
PORSCHE,911 TARGA 4,MINICOMPACT,3.4,6.0,AM7,Z,12.3,8.9,10.8,26.0,248.0,Europe,A,1
BUICK,ENVISION AWD,SUV - SMALL,2.0,4.0,A6,Z,11.8,9.1,10.6,27.0,248.0,America,A,1
CHEVROLET,CAMARO,COMPACT,3.6,6.0,AS8,X,12.3,8.5,10.6,27.0,248.0,America,A,1
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,X,12.5,8.2,10.6,27.0,248.0,America,A,1
FORD,TAURUS FFV,FULL-SIZE,3.5,6.0,AS6,E,17.6,11.6,14.9,19.0,248.0,America,A,1
JEEP,COMPASS 4X4,SUV - SMALL,2.4,4.0,A6,X,11.7,9.1,10.5,27.0,248.0,America,A,1
JEEP,PATRIOT 4X4,SUV - SMALL,2.4,4.0,A6,X,11.7,9.1,10.5,27.0,248.0,America,A,1
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4.0,AS9,Z,11.9,9.0,10.6,27.0,248.0,Europe,A,1
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS7,Z,11.5,10.2,10.9,26.0,248.0,Europe,A,1
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS6,Z,11.6,9.3,10.6,27.0,248.0,Europe,A,1
CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS8,X,12.2,8.6,10.6,27.0,248.0,America,A,1
CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,X,12.2,8.6,10.6,27.0,248.0,America,A,1
CHRYSLER,300 AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.6,12.0,15.0,19.0,248.0,America,A,1
DODGE,CHARGER AWD FFV,FULL-SIZE,3.6,6.0,A8,E,17.6,12.0,15.0,19.0,248.0,America,A,1
MERCEDES-BENZ,METRIS PASSENGER,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS7,Z,11.5,9.3,10.5,27.0,248.0,Europe,A,1
PORSCHE,MACAN,SUV - SMALL,2.0,4.0,A7,Z,11.6,9.3,10.6,27.0,248.0,Europe,A,1
AUDI,RS 3,SUBCOMPACT,2.5,5.0,AM7,Z,12.4,8.3,10.5,27.0,248.0,Europe,A,1
BMW,640I XDRIVE CABRIOLET,SUBCOMPACT,3.0,6.0,AS8,Z,12.3,8.4,10.5,27.0,248.0,Europe,A,1
BMW,640I XDRIVE GRAN COUPE,COMPACT,3.0,6.0,AS8,Z,12.3,8.4,10.5,27.0,248.0,Europe,A,1
DODGE,CHALLENGER GT AWD FFV,MID-SIZE,3.6,6.0,A8,E,17.6,12.0,15.0,19.0,248.0,America,A,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.8,12.7,14.9,19.0,248.0,America,A,1
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.8,12.7,14.9,19.0,248.0,America,A,1
MERCEDES-BENZ,E 400 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,11.9,9.0,10.6,27.0,248.0,Europe,A,1
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,AS6,Z,12.0,8.8,10.6,27.0,248.0,Asia,A,1
PORSCHE,911 CARRERA 4 GTS,MINICOMPACT,3.0,6.0,AM7,Z,11.8,9.2,10.6,27.0,248.0,Europe,A,1
AUDI,Q3 QUATTRO,SUV - SMALL,2.0,4.0,AS8,X,12.3,8.6,10.6,27.0,248.0,Europe,A,1
GMC,ACADIA AWD,SUV - STANDARD,2.5,4.0,A6,X,11.3,9.4,10.5,27.0,248.0,America,A,1
LAND ROVER,RANGE ROVER VELAR P300,SUV - SMALL,2.0,4.0,AS8,Z,11.7,9.2,10.6,27.0,248.0,Europe,A,1
MERCEDES-BENZ,METRIS CARGO LWB,SPECIAL PURPOSE VEHICLE,2.0,4.0,A7,Z,11.3,9.6,10.5,27.0,248.0,Europe,A,1
PORSCHE,911 CARRERA T,MINICOMPACT,3.0,6.0,AM7,Z,11.9,9.1,10.6,27.0,248.0,Europe,A,1
TOYOTA,HIGHLANDER AWD (START/STOP SYSTEM),SUV - STANDARD,3.5,6.0,AS8,X,12.0,8.9,10.6,27.0,248.0,Asia,A,1
HONDA,ODYSSEY,MINIVAN,3.5,6.0,AS10,X,12.2,8.5,10.6,27.0,248.0,Asia,A,1
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,12.2,8.7,10.7,26.0,248.0,Europe,A,1
AUDI,A8 QUATTRO,MID-SIZE,3.0,6.0,AS8,Z,12.6,8.0,10.5,27.0,247.0,Europe,A,1
BMW,435I XDRIVE COUPE,COMPACT,3.0,6.0,M6,Z,12.3,8.4,10.5,27.0,247.0,Europe,M,0
CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS8,X,12.2,8.5,10.5,27.0,247.0,America,A,1
CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,X,12.2,8.5,10.5,27.0,247.0,America,A,1
CHEVROLET,COLORADO,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,11.9,8.9,10.5,27.0,247.0,America,A,1
GMC,CANYON,PICKUP TRUCK - SMALL,2.5,4.0,A6,X,11.9,8.9,10.5,27.0,247.0,America,A,1
INFINITI,Q50S RED SPORT,MID-SIZE,3.0,6.0,AS7,Z,11.8,8.8,10.5,27.0,247.0,America,A,1
VOLVO,XC60 T6 AWD,SUV - SMALL,2.0,4.0,AS8,Z,11.8,9.1,10.6,27.0,247.0,Europe,A,1
VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4.0,AS8,Z,11.5,9.5,10.6,27.0,247.0,Europe,A,1
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,AS6,X,11.3,9.5,10.5,27.0,247.0,Asia,A,1
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AV6,X,12.0,8.7,10.5,27.0,247.0,Asia,A,1
TOYOTA,HIGHLANDER AWD (START/STOP SYSTEM),SUV - STANDARD,3.5,6.0,AS8,X,12.0,8.9,10.6,27.0,247.0,Asia,A,1
AUDI,A8,FULL-SIZE,3.0,6.0,AS8,Z,12.6,8.0,10.5,27.0,247.0,Europe,A,1
CADILLAC,ATS AWD,COMPACT,3.6,6.0,AS8,X,12.1,8.6,10.5,27.0,247.0,America,A,1
CADILLAC,CTS AWD,MID-SIZE,3.6,6.0,AS8,X,12.1,8.6,10.5,27.0,247.0,America,A,1
HONDA,ODYSSEY TOURING,MINIVAN,3.5,6.0,AS10,X,12.2,8.5,10.6,27.0,247.0,Asia,A,1
AUDI,RS 3,SUBCOMPACT,2.5,5.0,AM7,Z,12.4,8.4,10.6,27.0,247.0,Europe,A,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.7,12.6,14.9,19.0,247.0,America,A,1
FORD,F-150 FFV (LT TIRE PKG),PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.7,12.6,14.9,19.0,247.0,America,A,1
FORD,TRANSIT CONNECT VAN,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,12.0,8.8,10.6,27.0,247.0,America,A,1
AUDI,A6 ALLROAD,MID-SIZE,3.0,6.0,AM7,Z,11.8,9.1,10.6,27.0,247.0,Europe,A,1
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,AS10,X,12.5,8.1,10.5,27.0,247.0,America,A,1
FORD,TRANSIT CONNECT VAN LWB,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,12.0,8.8,10.6,27.0,247.0,America,A,1
BMW,535I XDRIVE GRAN TURISMO,FULL-SIZE,3.0,6.0,A8,Z,12.5,8.6,10.7,26.0,246.0,Europe,A,1
BMW,740LI XDRIVE,FULL-SIZE,3.0,6.0,A8,Z,12.5,8.6,10.7,26.0,246.0,Europe,A,1
BUICK,REGAL AWD,MID-SIZE,2.0,4.0,AS6,Z,12.3,8.7,10.7,26.0,246.0,America,A,1
CHRYSLER,200 CONVERTIBLE,COMPACT,2.4,4.0,A6,X,12.9,8.1,10.7,26.0,246.0,America,A,1
HONDA,CROSSTOUR AWD,SUV - SMALL,3.5,6.0,A6,X,12.5,8.5,10.7,26.0,246.0,Asia,A,1
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,A6,X,12.0,9.1,10.7,26.0,246.0,Asia,A,1
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8.0,AS7,Z,12.3,8.7,10.7,26.0,246.0,Europe,A,1
PORSCHE,911 CARRERA,MINICOMPACT,3.4,6.0,M7,Z,12.5,8.6,10.7,26.0,246.0,Europe,M,0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6.0,M7,Z,12.4,8.6,10.7,26.0,246.0,Europe,M,0
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,M7,Z,12.4,8.6,10.7,26.0,246.0,Europe,M,0
PORSCHE,911 CARRERA S CABRIOLET,MINICOMPACT,3.8,6.0,AM7,Z,12.4,8.7,10.7,26.0,246.0,Europe,A,1
VOLKSWAGEN,TIGUAN,SUV - SMALL,2.0,4.0,A6,Z,11.7,9.5,10.7,26.0,246.0,Europe,A,1
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,A6,Z,11.7,9.4,10.7,26.0,246.0,Europe,A,1
AUDI,A8,MID-SIZE,4.0,8.0,AS8,Z,12.9,8.0,10.7,26.0,246.0,Europe,A,1
BUICK,REGAL AWD,MID-SIZE,2.0,4.0,AS6,Z,12.4,8.7,10.7,26.0,246.0,America,A,1
CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,X,12.8,8.2,10.7,26.0,246.0,America,A,1
CHRYSLER,200 AWD,MID-SIZE,3.6,6.0,A9,X,12.8,8.1,10.7,26.0,246.0,America,A,1
CHRYSLER,200 AWD FFV,MID-SIZE,3.6,6.0,A9,X,12.8,8.1,10.7,26.0,246.0,America,A,1
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,AS6,X,12.6,8.5,10.7,26.0,246.0,America,A,1
INFINITI,Q60,SUBCOMPACT,3.7,6.0,AS7,Z,12.4,8.7,10.7,26.0,246.0,America,A,1
INFINITI,QX60 AWD,SUV - SMALL,3.5,6.0,AV7,Z,12.2,8.9,10.7,26.0,246.0,America,A,1
KIA,CADENZA,FULL-SIZE,3.3,6.0,AS6,X,12.7,8.4,10.7,26.0,246.0,Asia,A,1
KIA,SPORTAGE AWD,SUV - SMALL,2.4,4.0,AS6,X,12.0,9.1,10.7,26.0,246.0,Asia,A,1
NISSAN,PATHFINDER 4WD,SUV - SMALL,3.5,6.0,AV,X,12.1,8.9,10.7,26.0,246.0,Asia,A,1
PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6.0,M7,Z,12.3,8.7,10.7,26.0,246.0,Europe,M,0
PORSCHE,911 CARRERA 4,MINICOMPACT,3.4,6.0,M7,Z,12.3,8.7,10.7,26.0,246.0,Europe,M,0
PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6.0,AM7,Z,12.2,8.9,10.7,26.0,246.0,Europe,A,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6.0,M7,Z,12.4,8.7,10.7,26.0,246.0,Europe,M,0
PORSCHE,BOXSTER GTS,TWO-SEATER,3.4,6.0,M6,Z,12.1,8.9,10.7,26.0,246.0,Europe,M,0
PORSCHE,CAYMAN GTS,TWO-SEATER,3.4,6.0,M6,Z,12.1,8.9,10.7,26.0,246.0,Europe,M,0
TOYOTA,HIGHLANDER,SUV - SMALL,2.7,4.0,AS6,X,11.7,9.5,10.7,26.0,246.0,Asia,A,1
VOLKSWAGEN,TIGUAN 4MOTION,SUV - SMALL,2.0,4.0,AS6,Z,11.7,9.4,10.7,26.0,246.0,Europe,A,1
BMW,435I COUPE,COMPACT,3.0,6.0,M6,Z,12.1,8.4,10.5,27.0,246.0,Europe,M,0
BMW,M235I CABRIOLET,SUBCOMPACT,3.0,6.0,M6,Z,12.1,8.4,10.5,27.0,246.0,Europe,M,0
JAGUAR,F-TYPE CONVERTIBLE,TWO-SEATER,3.0,6.0,AS8,Z,12.1,8.5,10.5,27.0,246.0,Europe,A,1
JAGUAR,F-TYPE COUPE,TWO-SEATER,3.0,6.0,AS8,Z,12.1,8.5,10.5,27.0,246.0,Europe,A,1
LEXUS,IS 350,COMPACT,3.5,6.0,AS8,Z,12.3,8.5,10.6,27.0,246.0,Asia,A,1
LEXUS,RC 350,SUBCOMPACT,3.5,6.0,AS8,Z,12.3,8.5,10.6,27.0,246.0,Asia,A,1
MERCEDES-BENZ,GLE 350D 4MATIC,SUV - STANDARD,3.0,6.0,A9,D,10.1,8.0,9.2,31.0,246.0,Europe,A,1
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.4,6.0,AM7,Z,11.9,8.8,10.5,27.0,246.0,Europe,A,1
SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6.0,AV6,X,12.0,8.6,10.5,27.0,246.0,Asia,A,1
AUDI,A8,MID-SIZE,3.0,6.0,AS8,Z,12.6,8.0,10.5,27.0,246.0,Europe,A,1
AUDI,Q5,SUV - SMALL,2.0,4.0,AS8,Z,12.0,8.6,10.5,27.0,246.0,Europe,A,1
BMW,340I XDRIVE,COMPACT,3.0,6.0,M6,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
BMW,440I XDRIVE COUPE,COMPACT,3.0,6.0,M6,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
INFINITI,QX60,SUV - SMALL,3.5,6.0,AV7,Z,11.9,8.8,10.5,27.0,246.0,America,A,1
KIA,SORENTO AWD,SUV - SMALL,2.4,4.0,AS6,X,11.5,9.3,10.5,27.0,246.0,Asia,A,1
MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,2.0,4.0,A9,Z,10.8,8.1,9.5,30.0,246.0,Europe,A,1
PORSCHE,911 CARRERA 4 CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
PORSCHE,911 CARRERA 4S CABRIOLET,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
PORSCHE,911 TARGA 4,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
PORSCHE,911 TARGA 4S,MINICOMPACT,3.0,6.0,M7,Z,12.2,8.5,10.5,27.0,246.0,Europe,M,0
BMW,X5 XDRIVE35D,SUV - STANDARD,3.0,6.0,AS8,D,10.3,8.0,9.3,30.0,246.0,Europe,A,1
CHEVROLET,CAMARO,SUBCOMPACT,3.6,6.0,AS8,X,12.3,8.2,10.4,27.0,246.0,America,A,1
CHEVROLET,TRAVERSE,SUV - STANDARD,2.0,4.0,A9,Z,11.7,9.0,10.5,27.0,246.0,America,A,1
FORD,EDGE AWD,SUV - SMALL,2.0,4.0,AS6,X,11.9,8.7,10.5,27.0,246.0,America,A,1
LAND ROVER,DISCOVERY SPORT,SUV - SMALL,2.0,4.0,AS9,Z,11.4,9.3,10.5,27.0,246.0,Europe,A,1
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.7,10.4,27.0,246.0,Europe,A,1
VOLKSWAGEN,PASSAT,MID-SIZE,3.6,6.0,AM6,X,12.2,8.5,10.6,27.0,246.0,Europe,A,1
CADILLAC,CTS,MID-SIZE,3.6,6.0,AS8,X,12.3,8.2,10.5,27.0,246.0,America,A,1
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,AS6,Z,12.0,8.8,10.6,27.0,246.0,Asia,A,1
RAM,1500 HFE ETORQUE,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,11.6,9.0,10.4,27.0,246.0,America,A,1
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,E,17.2,11.6,14.7,19.0,246.0,America,A,1
MITSUBISHI,OUTLANDER 4WD,SUV - SMALL,3.0,6.0,A6,Z,12.0,8.8,10.6,27.0,246.0,Asia,A,1
BMW,M235I,SUBCOMPACT,3.0,6.0,M6,Z,11.9,8.6,10.4,27.0,245.0,Europe,M,0
KIA,SORENTO,SUV - SMALL,2.0,4.0,AS6,X,11.7,8.6,10.3,27.0,245.0,Asia,A,1
KIA,SORENTO AWD,SUV - SMALL,2.4,4.0,AS6,X,11.4,9.2,10.4,27.0,245.0,Asia,A,1
NISSAN,PATHFINDER,SUV - SMALL,3.5,6.0,AV,X,11.9,8.6,10.4,27.0,245.0,Asia,A,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6.0,AM7,Z,11.9,8.7,10.5,27.0,245.0,Europe,A,1
PORSCHE,BOXSTER S,TWO-SEATER,3.4,6.0,M6,Z,11.9,8.6,10.4,27.0,245.0,Europe,M,0
PORSCHE,CAYMAN S,TWO-SEATER,3.4,6.0,M6,Z,11.9,8.6,10.4,27.0,245.0,Europe,M,0
BMW,M2,SUBCOMPACT,3.0,6.0,AM7,Z,11.8,8.9,10.5,27.0,245.0,Europe,A,1
CADILLAC,XT5,SUV - SMALL,3.6,6.0,AS8,X,12.1,8.6,10.5,27.0,245.0,America,A,1
MERCEDES-BENZ,E 400 4MATIC,MID-SIZE,3.0,6.0,A9,Z,11.8,8.6,10.4,27.0,245.0,Europe,A,1
AUDI,TT RS,SUBCOMPACT,2.5,5.0,AM7,Z,12.3,8.2,10.5,27.0,245.0,Europe,A,1
BMW,340I XDRIVE,COMPACT,3.0,6.0,M6,Z,12.2,8.4,10.5,27.0,245.0,Europe,M,0
BMW,440I XDRIVE COUPE,COMPACT,3.0,6.0,M6,Z,12.2,8.4,10.5,27.0,245.0,Europe,M,0
CHEVROLET,IMPALA FFV,FULL-SIZE,3.6,6.0,AS6,E,17.2,11.6,14.6,19.0,245.0,America,A,1
JEEP,NEW WRANGLER UNLIMITED 4X4,SUV - SMALL,2.0,4.0,A8,X,10.9,10.0,10.5,27.0,245.0,America,A,1
MERCEDES-BENZ,AMG C 43 4MATIC COUPE,SUBCOMPACT,3.0,6.0,A9,Z,11.8,8.8,10.5,27.0,245.0,Europe,A,1
BMW,X3 M40I,SUV - SMALL,3.0,6.0,AS8,Z,11.9,8.7,10.4,27.0,245.0,Europe,A,1
BMW,X4 M40I,SUV - SMALL,3.0,6.0,AS8,Z,11.9,8.7,10.4,27.0,245.0,Europe,A,1
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,E,17.2,11.6,14.6,19.0,245.0,America,A,1
JEEP,WRANGLER JL UNLIMITED 4X4,SUV - SMALL,2.0,4.0,A8,X,10.9,10.0,10.5,27.0,245.0,America,A,1
LINCOLN,MKZ AWD,MID-SIZE,2.0,4.0,AS6,X,12.1,8.4,10.4,27.0,245.0,America,A,1
MERCEDES-BENZ,AMG E 53 4MATIC+ CABRIOLET,SUBCOMPACT,3.0,6.0,A9,Z,12.5,9.0,10.9,26.0,245.0,Europe,A,1
VOLKSWAGEN,ATLAS,SUV - SMALL,2.0,4.0,AS8,X,11.6,9.1,10.5,27.0,245.0,Europe,A,1
AUDI,S4,COMPACT,3.0,6.0,AS8,Z,11.8,8.9,10.5,27.0,245.0,Europe,A,1
AUDI,S5,SUBCOMPACT,3.0,6.0,AS8,Z,11.8,8.9,10.5,27.0,245.0,Europe,A,1
AUDI,S5 SPORTBACK,MID-SIZE,3.0,6.0,AS8,Z,11.8,8.9,10.5,27.0,245.0,Europe,A,1
BMW,X6 XDRIVE40I,SUV - STANDARD,3.0,6.0,AS8,Z,11.7,9.1,10.5,27.0,245.0,Europe,A,1
FORD,F-150 FFV,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,16.6,12.6,14.8,19.0,245.0,America,A,1
GMC,SIERRA,PICKUP TRUCK - STANDARD,3.0,6.0,A10,D,10.2,7.8,9.1,31.0,245.0,America,A,1
LAND ROVER,RANGE ROVER EVOQUE P250,SUV - SMALL,2.0,4.0,AS9,Z,11.8,8.7,10.4,27.0,245.0,Europe,A,1
RAM,1500 HFE ETORQUE,PICKUP TRUCK - STANDARD,3.6,6.0,A8,X,11.6,9.0,10.4,27.0,245.0,America,A,1
ACURA,RDX AWD,SUV - SMALL,3.5,6.0,AS6,Z,12.1,8.7,10.6,27.0,244.0,America,A,1
AUDI,Q5 TDI (MODIFIED),SUV - SMALL,3.0,6.0,AS8,D,10.2,7.8,9.0,31.0,244.0,Europe,A,1
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,X,12.6,8.2,10.6,27.0,244.0,America,A,1
CHEVROLET,ORLANDO,SUV - SMALL,2.4,4.0,AS6,X,12.2,8.6,10.6,27.0,244.0,America,A,1
FORD,MUSTANG,SUBCOMPACT,3.7,6.0,M6,X,12.7,8.1,10.6,27.0,244.0,America,M,0
FORD,MUSTANG CONVERTIBLE,SUBCOMPACT,3.7,6.0,A6,X,12.5,8.2,10.6,27.0,244.0,America,A,1
HONDA,ODYSSEY,MINIVAN,3.5,6.0,A6,X,12.3,8.5,10.6,27.0,244.0,Asia,A,1
HYUNDAI,TUCSON 4WD,SUV - SMALL,2.4,4.0,A6,X,11.6,9.3,10.6,27.0,244.0,Asia,A,1
INFINITI,QX60,SUV - SMALL,3.5,6.0,AV,Z,11.9,9.0,10.6,27.0,244.0,America,A,1
JAGUAR,F-TYPE S CONVERTIBLE,TWO-SEATER,3.0,6.0,AS8,Z,12.2,8.7,10.6,27.0,244.0,Europe,A,1
LEXUS,IS 350,COMPACT,3.5,6.0,AS8,Z,12.2,8.7,10.6,27.0,244.0,Asia,A,1
LEXUS,IS 350 C,SUBCOMPACT,3.5,6.0,AS6,Z,12.1,8.7,10.6,27.0,244.0,Asia,A,1
MERCEDES-BENZ,C 350 4MATIC COUPE,SUBCOMPACT,3.5,6.0,AS7,Z,12.1,8.7,10.6,27.0,244.0,Europe,A,1
NISSAN,PATHFINDER,SUV - SMALL,3.5,6.0,AV,X,12.0,8.9,10.6,27.0,244.0,Asia,A,1
PORSCHE,911 CARRERA S,MINICOMPACT,3.8,6.0,AM7,Z,12.1,8.7,10.6,27.0,244.0,Europe,A,1
CADILLAC,CTS AWD,MID-SIZE,2.0,4.0,AS6,Z,12.3,8.5,10.6,27.0,244.0,America,A,1
CHEVROLET,IMPALA,FULL-SIZE,3.6,6.0,AS6,X,12.5,8.2,10.6,27.0,244.0,America,A,1
HYUNDAI,TUCSON AWD,SUV - SMALL,2.4,4.0,AS6,X,11.6,9.3,10.6,27.0,244.0,Asia,A,1
JAGUAR,F-TYPE S COUPE,TWO-SEATER,3.0,6.0,AS8,Z,12.2,8.7,10.6,27.0,244.0,Europe,A,1
LEXUS,GS 350,MID-SIZE,3.5,6.0,AS8,Z,12.3,8.5,10.6,27.0,244.0,Asia,A,1
LEXUS,IS 350,COMPACT,3.5,6.0,AS8,Z,12.3,8.5,10.6,27.0,244.0,Asia,A,1
LEXUS,IS 350 C,SUBCOMPACT,3.5,6.0,AS6,Z,12.2,8.7,10.6,27.0,244.0,Asia,A,1
LEXUS,RC 350,SUBCOMPACT,3.5,6.0,AS8,Z,12.3,8.5,10.6,27.0,244.0,Asia,A,1
MERCEDES-BENZ,SLK 55 AMG,TWO-SEATER,5.5,8.0,AS7,Z,12.4,8.5,10.6,27.0,244.0,Europe,A,1
